Delta_59.8469	Delta_-94.5263	Delta_-73.7151
-0.053973	0.424829	0.211352
-0.206888	0.227368	0.270708
-0.080840	0.631458	0.568141
0.102323	0.623409	0.561272
-0.107032	0.582182	0.308127
0.051955	0.789864	0.703399
-0.177165	0.478390	0.366613
-0.285185	0.060776	0.052545
-0.041748	-0.385695	0.048061
-0.001731	-0.598337	-0.330412
-0.019343	-0.535661	-0.147472
-0.040787	-0.692782	-0.060280
-0.068661	-0.543199	-0.133596
0.033795	-0.000810	0.235855
-0.254830	0.348574	0.460687
-0.232385	0.623074	0.778021
-0.155299	0.351968	0.292489
-0.110654	0.881728	0.774015
0.032645	-0.772575	-0.327785
0.352626	-1.616128	-0.572627
0.468605	-2.195142	-0.634806
0.723134	-2.565480	-0.035490
0.717046	-2.606698	0.039828
0.643637	-2.444835	0.129238
0.401157	-2.472182	-0.269561
0.471445	-2.321169	-0.406491
0.430904	-2.266888	-0.325677
0.576048	-2.503837	-0.056983
0.555619	-2.160409	-0.272870
0.657584	-2.488876	-0.228198
0.387988	-2.513208	-0.071627
0.569014	-2.610890	0.001447
0.531468	-2.467030	-0.021317
0.363662	-2.727421	0.127329
0.501311	-2.291134	-0.289548
0.662928	-2.254695	-0.204985
0.533778	-2.648729	-0.241515
0.633726	-2.479420	-0.044436
0.582577	-2.516220	-0.181926
0.470946	-2.492229	-0.383698
0.382761	-1.370600	-0.518550
0.350741	-1.542752	-0.418753
0.061807	-1.511785	-0.504238
0.364453	-1.548180	-0.558872
0.182642	-1.452969	-0.410535
0.097046	-1.158700	-0.377981
0.233433	-1.556942	-0.578605
0.145672	-1.549289	-0.514027
0.121517	-1.512036	-0.786590
0.049754	-1.312666	-0.584820
0.282860	-1.370508	-0.321977
0.195877	-1.513670	-0.468867
0.244838	-1.561679	-0.468942
0.353747	-1.355826	-0.259792
0.349010	-1.632335	-0.534366
0.093639	-1.639623	-0.548531
0.325945	-1.312207	-0.571637
0.452086	-1.525809	-0.453051
0.258909	-1.530898	-0.508852
0.130671	-0.369516	-0.177613
-0.001885	-0.756546	-0.560895
-0.023084	0.683166	0.098088
-0.084931	0.602153	0.368975
0.026574	0.545185	0.172992
-0.176910	0.426541	0.349755
0.048974	0.611617	0.278607
0.000185	0.859646	0.237579
-0.092262	1.195839	0.425270
0.287129	1.686735	0.532004
0.135647	1.622758	0.467141
-0.024290	1.046533	0.559427
0.020272	0.278096	0.031432
-0.004896	0.360643	0.296858
0.048950	0.665983	0.533629
-0.202676	0.337220	0.309637
0.059193	-0.630982	-0.214031
0.007301	0.878253	0.682993
-0.073292	0.390294	0.511434
-0.037198	0.231110	0.125978
0.140274	-0.483079	0.183586
0.074197	-0.243254	0.007255
-0.171699	-0.598498	-0.347230
0.017301	-0.773917	-0.402127
0.118942	-0.038661	-0.029274
0.028154	-0.552638	-0.212244
0.081191	-0.615572	-0.138815
0.098538	-0.533788	-0.336477
0.203270	-0.499236	0.027936
0.179535	-0.427649	0.043214
0.118199	-0.539665	-0.254216
0.253982	-0.225387	-0.099983
0.102276	-0.689360	-0.168717
0.170735	-0.436517	-0.215065
0.166422	-0.410660	-0.116096
0.019602	-0.415472	0.114256
0.087680	-0.266756	0.036692
-0.223385	-0.341566	-0.082249
-0.019316	-0.845284	-0.190955
-0.024199	-0.518490	-0.030887
-0.076726	-0.408248	-0.175645
-0.009612	-0.360983	-0.138574
-0.096215	-0.643115	-0.160790
-0.173060	-0.437259	-0.101746
-0.072016	-0.499382	-0.116462
-0.029367	-0.370170	0.177772
-0.034861	-0.025745	-0.010420
0.116578	-0.060565	0.147559
0.059695	-0.429299	0.047119
0.140194	-0.441467	-0.165096
0.022544	-0.228875	-0.096630
-0.059879	-0.390147	-0.080210
-0.035886	-0.559596	-0.030660
-0.153688	-0.720086	-0.297224
0.200009	-1.494667	-0.594662
0.054231	-1.327655	-0.261075
0.269582	-2.013398	-0.708654
0.693498	-2.425760	0.054608
0.518769	-2.298272	-0.255417
0.515696	-2.749871	-0.010018
0.464542	2.899414	0.279989
0.247357	2.662376	0.270324
0.397026	2.665729	0.140955
0.365975	2.820103	0.008090
0.520098	-2.401789	-0.306804
0.487310	3.053761	0.210302
0.359995	2.655719	0.136612
0.386199	-2.279536	-0.277216
0.079713	-1.510736	-0.397492
0.247629	-1.562248	-0.628552
0.118527	-1.114473	-0.325635
0.048230	-1.414675	-0.458908
0.322230	-2.377381	-0.461069
0.569532	-2.518486	-0.328307
0.451665	-1.994461	-0.455486
0.256263	-1.478350	-0.403648
0.187167	-1.327572	-0.506140
0.005597	-0.592120	-0.319680
-0.060507	-0.416549	-0.111408
0.290840	-1.280906	-0.189241
0.312081	-1.613721	-0.589005
0.474546	-2.226789	-0.337753
0.533729	-2.447824	-0.344901
0.316669	-2.521500	-0.303994
0.165960	2.427655	0.343919
0.354518	2.720523	0.049780
0.381197	2.741188	0.437655
0.246432	2.291928	0.642665
0.242510	1.956516	0.510825
-0.224650	1.231531	0.478873
-0.108814	1.207394	0.698849
-0.372808	0.459807	0.485781
-0.271650	0.562626	0.522473
0.044560	0.366955	0.345579
-0.133272	0.225887	0.234719
0.065862	0.374616	0.276598
0.017905	0.508437	0.737763
-0.007563	0.692849	0.347549
-0.123370	0.388378	0.337992
0.087485	0.558971	0.425621
-0.080643	0.737459	0.435264
-0.083423	0.579973	0.375930
-0.281398	0.420705	0.179263
-0.290016	0.382517	0.298317
0.007540	0.551000	0.642410
-0.331590	0.628528	0.326530
-0.144484	0.543979	0.381030
-0.200823	0.498234	0.533020
-0.132626	0.531556	0.416352
-0.402784	0.667810	0.439532
-0.216922	-0.109715	-0.096271
-0.192693	-0.747369	-0.318575
-0.080723	-0.415289	-0.098053
-0.041265	-0.318648	0.059474
0.018143	-0.515267	-0.062935
-0.010100	-0.801712	-0.409175
-0.047850	-0.435975	0.080228
0.086512	-0.694384	-0.359897
-0.185043	-0.688457	-0.440881
-0.162096	0.403717	0.409938
-0.100906	0.561427	0.360075
-0.199938	0.621575	0.268168
-0.219829	0.612757	0.161993
-0.137794	0.915090	0.593234
-0.302521	0.636572	0.439160
-0.304947	0.472380	0.340109
-0.059439	0.530315	0.264707
-0.186745	0.433973	0.498967
-0.043467	0.587939	0.428372
-0.082940	0.410997	0.459451
-0.135556	1.448906	0.455508
0.094845	1.505620	0.594176
0.063239	1.711175	0.325771
0.346622	2.979806	0.092783
0.293182	2.579101	0.223182
0.386894	2.915749	0.297182
0.407100	2.625968	0.113733
0.501442	2.737847	0.286161
0.502782	2.930232	0.003637
0.490492	2.818558	0.157842
0.374844	2.676956	-0.018864
0.462263	2.768942	0.082407
0.621458	-2.541756	-0.175624
0.307246	-2.151574	-0.499229
0.339432	-2.464307	-0.300069
0.553055	-2.378489	-0.277924
0.542769	-2.411111	-0.299766
0.452285	2.843620	0.155423
0.333269	2.404126	0.216684
0.464069	2.735231	0.283726
0.180170	2.721782	0.119967
0.283754	2.559607	0.280453
0.397324	3.017023	0.174390
0.241842	2.620430	0.353742
0.497087	2.996519	0.020377
0.415533	3.026282	-0.222194
0.553814	-2.222853	-0.155195
0.507589	-2.223392	-0.609411
0.321991	-2.220907	-0.669053
0.407840	-1.908273	-0.429475
0.322776	-2.037422	-0.400696
0.489916	-2.205691	-0.220706
0.489949	-2.531822	-0.065478
0.470946	-2.218422	-0.289430
0.445757	-2.380195	-0.330646
0.561780	-2.282165	-0.388667
0.424490	-2.436469	-0.145529
0.473403	-2.380926	-0.293734
0.436114	-2.460059	-0.172931
0.712056	-2.536693	-0.284852
0.602105	-2.335073	-0.112575
0.580273	-2.261065	-0.529552
0.509120	-2.587039	-0.150193
0.394865	-2.372138	-0.344579
0.187886	2.589796	0.082121
0.432571	2.991405	0.135352
0.567508	-2.500832	-0.262733
0.686307	-2.673565	-0.220576
0.559549	-2.208925	-0.147206
0.534643	-2.298726	-0.460020
0.522883	-2.375955	-0.312791
0.542305	-2.474702	-0.345528
0.287580	-2.586758	-0.532914
0.459421	-2.424070	-0.451721
0.469846	-2.197115	-0.467682
0.467626	-2.306081	-0.251765
0.390215	-2.434535	-0.132031
0.547986	-2.272197	-0.375413
0.387111	-2.219263	-0.332553
0.592754	-2.198150	-0.450295
0.576170	-2.313612	-0.412620
0.691651	-2.373238	-0.234878
0.443497	-2.432305	-0.446443
0.566438	-2.204854	-0.330152
0.563694	-2.414930	-0.301671
0.540328	-2.218059	-0.401293
0.495839	2.828561	0.240519
0.176137	2.471831	0.358864
-0.104615	1.288039	0.446195
-0.014690	1.517197	0.634167
0.005536	1.589606	0.448886
0.080556	1.748169	0.541717
0.067792	1.400344	0.526232
0.086176	1.480144	0.422181
0.057948	1.601498	0.361194
0.127245	1.722696	0.413311
-0.092026	1.342698	0.584954
-0.004288	1.659290	0.426735
0.067541	1.530975	0.355462
0.082769	1.496904	0.483041
-0.020344	0.596072	0.322909
0.009268	0.835873	0.386669
-0.090961	0.907674	0.088397
-0.104486	0.703287	0.303679
-0.012990	0.748343	0.333641
0.048239	-0.292374	-0.140975
0.122227	-0.288328	0.203566
0.150528	-0.514830	-0.258202
0.128554	-0.656671	-0.137991
-0.136912	-0.598257	-0.170492
0.045836	-0.385995	-0.252574
0.035666	-0.357110	-0.318455
-0.148699	-0.128381	-0.015736
0.258321	-1.534284	-0.633003
0.357936	-0.844999	-0.347533
0.136291	-0.547011	-0.255577
0.095251	-0.237693	-0.052709
0.003681	-0.260531	-0.057833
-0.096485	-0.677743	-0.193468
0.035814	-0.639654	-0.257218
0.097175	-0.656193	-0.332531
0.018509	-0.485849	0.011334
0.438821	-1.555703	-0.371970
0.153901	-1.129111	-0.495949
0.648851	-2.400154	-0.216414
0.458577	-2.563447	-0.207268
0.386316	-1.429065	-0.577947
0.105849	-1.302038	-0.453058
0.004641	-1.447299	-0.352321
0.187438	-1.265468	-0.338643
0.240482	-1.406254	-0.510284
0.158792	-1.413556	-0.398131
0.378640	-1.492640	-0.504158
0.228579	-1.504114	-0.560670
0.540181	-1.225844	-0.336065
0.258379	-1.453364	-0.465436
0.220624	-1.404524	-0.138632
0.323460	-1.480320	-0.414769
0.580788	-2.187618	-0.326024
0.617948	-2.181459	-0.288906
0.637221	-2.344017	-0.374792
0.643196	-2.294103	-0.467745
0.509643	-2.158274	-0.344624
0.440909	-2.405254	-0.602442
0.438769	-2.331749	-0.242529
0.519996	-2.262324	-0.365037
0.538575	-2.201080	-0.228026
0.483807	-2.507490	-0.226062
0.652209	-2.580663	0.023829
0.627177	-2.289212	-0.566347
0.581523	-2.351060	-0.235773
0.243749	2.473802	0.486093
0.626119	2.994678	0.350750
0.664751	-2.438621	-0.230205
0.109495	-1.316828	-0.610851
0.343318	-1.478015	-0.571812
0.406665	-1.583555	-0.547906
0.005550	-0.457039	-0.141431
-0.009126	-0.485481	-0.141169
0.052506	-0.538746	-0.233509
0.068719	-0.548662	-0.113398
-0.041713	-0.488336	0.092862
0.013792	-0.520131	-0.158268
-0.078248	1.073048	0.552409
0.049969	-1.009854	-0.303567
0.032367	-0.566836	-0.135567
-0.119091	-0.508615	-0.250968
-0.051374	-0.371392	-0.274401
0.017020	0.983118	0.219812
-0.131346	0.281850	-0.024560
-0.242524	0.562689	0.268407
0.284909	1.365830	0.594215
-0.051732	1.090115	0.575894
-0.133357	0.398068	0.068658
-0.308281	0.301333	0.076576
-0.099386	0.665604	0.347497
0.096770	0.473962	0.157231
-0.109898	0.553421	0.375230
-0.186007	0.204893	0.115284
-0.298319	0.561239	0.340556
-0.156516	0.689641	0.317592
-0.117197	0.776073	0.454122
0.038612	-0.899028	-0.445576
0.352398	-1.489398	-0.209246
0.213915	-1.382528	-0.477630
0.194803	-1.592571	-0.371022
-0.029807	-0.214440	-0.076578
-0.207816	-0.475941	-0.102777
0.052887	-0.272294	-0.111263
0.098088	-0.073218	-0.014423
0.086656	-0.433302	-0.120977
0.056535	-0.620316	-0.267407
-0.011757	-0.624810	-0.105261
0.122243	-0.624294	-0.263747
0.020923	-0.590413	-0.217220
0.103351	0.523138	0.387173
-0.231591	0.602055	0.322191
-0.127423	1.613827	0.545120
-0.130715	1.357952	0.503559
0.001311	1.588393	0.671641
-0.010544	1.395792	0.519241
0.057173	1.465227	0.357882
-0.087732	1.265744	0.563104
-0.043419	1.552146	0.515148
0.128254	1.635361	0.444096
-0.078540	1.326888	0.496550
-0.213469	1.407454	0.552563
-0.133223	1.530825	0.448047
0.190318	1.550901	0.582535
0.059919	1.328998	0.159415
0.036671	1.482792	0.449426
0.123452	0.546059	0.370252
0.086317	0.456946	0.259860
-0.170494	0.769674	0.493700
-0.117974	0.580343	0.422462
0.081118	0.469385	0.408274
-0.262433	0.290824	0.249812
0.170131	1.602546	0.399775
0.285272	1.723724	0.505189
0.120670	1.610834	0.626290
-0.078653	1.389163	0.578304
0.140192	1.937864	0.431864
0.123149	1.555846	0.518790
0.641042	2.723307	0.295353
0.613871	2.864780	0.315295
0.156127	1.331157	0.621082
-0.115314	1.355986	0.578425
-0.048318	0.406163	0.237442
0.039965	0.448307	0.330555
0.161422	1.495883	0.497637
-0.117731	1.437191	0.399525
0.144690	1.687192	0.520106
0.021230	1.458776	0.748057
0.525766	2.622083	0.217147
0.631280	2.771016	0.234680
0.363777	2.746815	-0.112541
0.149435	2.185726	0.515007
-0.122382	1.470223	0.398295
-0.031147	1.703321	0.446274
0.019417	1.527200	0.486348
0.227507	1.843914	0.482165
-0.062862	1.428365	0.592997
0.155678	1.519580	0.542618
0.179985	1.211805	0.613068
0.123876	1.389774	0.442952
0.268063	1.656331	0.282935
0.319008	1.620159	0.531962
-0.044392	1.424574	0.502941
0.196069	1.660957	0.433383
0.239644	1.767083	0.488369
0.190065	1.712086	0.288445
0.308483	1.848220	0.585694
-0.024874	1.618831	0.590288
-0.131877	1.282363	0.450607
0.118754	1.629558	0.485156
-0.055992	1.276279	0.553287
0.065036	1.449238	0.577381
0.016441	1.445239	0.728830
-0.086917	1.441602	0.681195
0.171397	1.578828	0.465500
0.123959	1.570370	0.567860
0.260534	1.516401	0.359369
-0.005105	1.565260	0.695531
0.078498	1.286056	0.675765
0.343207	1.508841	0.565989
0.121510	1.647292	0.415284
0.066302	1.832905	0.561872
0.007767	1.594702	0.340018
0.194198	1.830042	0.483713
-0.058851	1.529549	0.449948
0.034409	1.297944	0.638569
0.034369	1.499172	0.695680
0.140434	1.526486	0.585556
0.178582	1.722399	0.543790
0.089448	1.756642	0.561301
0.250196	1.784233	0.556327
0.062825	1.418722	0.598726
0.071967	1.592196	0.452363
-0.001628	1.580071	0.505620
-0.187867	0.498141	0.256314
-0.157202	0.626633	0.478559
-0.141901	0.587490	0.456545
-0.022176	1.383898	0.517298
-0.062268	1.113923	0.532318
0.099178	1.718805	0.564460
0.113647	1.708103	0.561774
0.304701	2.726522	0.103458
0.642915	2.763944	0.385130
0.433725	3.121769	0.137706
0.674599	-3.126253	0.279706
0.388135	2.780613	0.247900
0.361550	2.507160	0.235274
0.458526	-2.119861	-0.140141
0.575257	-2.450608	-0.174180
0.662473	-2.346840	-0.336185
0.461807	-2.440728	-0.310990
0.476590	-2.221820	-0.537457
0.364109	-2.320996	-0.434133
0.330016	-2.430312	-0.424225
0.606788	-2.283887	-0.411449
0.708363	-2.300025	-0.452693
0.438875	-2.195867	-0.549506
0.698086	-2.364996	-0.108596
0.489122	-2.414689	-0.160572
0.740910	-2.242523	-0.231684
0.512910	-2.159505	-0.325333
0.538937	2.812931	0.323396
0.478458	2.822100	0.153268
0.625248	2.928959	0.205081
0.685635	-2.409673	-0.289318
0.495618	-2.308695	-0.392008
0.457350	-2.806547	-0.351122
0.641655	-2.267891	-0.428665
0.029475	-1.616981	-0.651470
0.283434	-1.473601	-0.591478
0.274509	-1.636676	-0.645948
0.151997	-1.529266	-0.624496
0.432941	-2.660843	-0.179252
0.391638	2.885219	0.189572
0.677020	-3.074719	0.214023
0.671964	2.924589	0.267343
0.212977	2.527909	0.300682
0.572428	-3.140153	0.187023
0.426684	2.866150	0.231977
0.544803	2.552260	0.355963
0.732567	2.954534	0.190285
0.309328	2.586328	-0.022433
0.416769	2.652682	0.309323
0.421001	2.789858	0.155174
0.507378	2.748714	0.182045
0.429321	2.800512	0.279453
0.397415	2.530850	0.315941
0.626132	3.110435	0.094283
0.661530	2.946789	0.099365
0.340055	2.669245	0.242093
0.480334	2.735146	0.217786
0.472077	2.604986	0.244175
0.656221	2.852638	0.036231
0.642206	3.001699	-0.045262
0.352857	2.767021	-0.048024
0.402517	2.566868	0.237239
0.282775	2.598378	0.258934
0.415319	2.669956	0.246182
0.370694	2.613578	-0.113398
0.359946	2.804248	-0.036055
0.598212	2.927079	0.242515
-0.016286	1.526266	0.490354
0.021881	1.318319	0.531941
0.252825	2.834697	0.198194
0.399886	2.583590	0.360384
0.357042	2.728149	0.125309
0.233242	2.592472	0.296729
0.176514	2.804561	0.196337
0.487418	2.966143	0.351174
0.637459	2.636653	0.295252
0.448260	2.566962	0.279771
0.439456	2.786036	0.338226
0.715576	-2.493908	-0.036861
0.631083	-2.453605	-0.235792
0.299722	2.617311	0.213628
0.428082	2.742129	0.258036
0.699947	2.791701	0.217103
0.681413	3.138432	0.195922
0.658844	-3.084897	0.113658
0.426494	2.393122	0.452314
-0.056461	0.606678	0.103917
-0.022862	0.620541	0.436393
0.194077	0.787751	0.416572
-0.040047	-0.076431	0.035308
-0.180912	-0.238442	0.059743
-0.284724	0.471131	0.500471
-0.148854	0.480589	0.259722
-0.005613	0.901503	0.595400
-0.159788	0.662621	0.340063
-0.159115	0.641695	0.397233
-0.063633	0.604606	0.326872
0.041157	0.654038	0.316145
0.144866	-0.741254	-0.388041
-0.046672	-0.646023	0.003079
0.263733	-1.278988	-0.425700
0.314906	-1.271249	-0.556847
0.275647	-1.200991	-0.387002
0.718641	-2.222247	-0.213817
0.598053	-2.141765	-0.461243
0.547271	-2.300833	-0.263211
0.775991	-2.306524	-0.246620
0.486022	2.615304	0.208192
0.593702	2.741397	0.264375
0.629106	2.742628	0.437629
0.604189	3.034276	-0.047318
0.528697	2.739657	0.297636
0.493412	2.871533	0.121215
-0.166004	1.441754	0.490153
0.029665	1.055936	0.419994
-0.113795	0.797940	0.492890
-0.126627	0.836332	0.321921
-0.071770	0.571965	0.243833
-0.012477	0.565555	0.235818
0.038458	1.305731	0.544571
0.160017	1.662084	0.555498
0.268940	1.774735	0.537483
0.028341	1.543733	0.485935
-0.151090	0.220559	0.164358
-0.086776	0.400391	0.197522
-0.201563	0.539164	0.125852
0.004857	0.488036	0.100142
-0.112363	0.611043	0.226038
-0.138399	0.412173	0.263056
-0.159853	0.447398	0.087586
-0.286344	0.686244	0.377291
-0.292193	0.546395	0.278661
-0.030721	0.689052	0.233886
0.132076	1.995398	0.576922
0.107086	1.612443	0.523019
-0.047871	1.403451	0.618998
0.359262	2.174055	0.519148
0.420726	2.676628	0.160757
0.612265	-2.261399	-0.355639
0.476812	-2.192493	-0.388538
0.131209	-2.299585	-0.674599
0.340596	-2.037173	-0.400033
0.336791	-1.942321	-0.523443
0.445755	-2.407645	-0.442717
0.535313	-2.355020	-0.292262
0.542183	-2.617074	-0.185809
0.561268	-2.130471	-0.631286
0.472703	-2.421353	-0.071483
0.581771	-2.172401	-0.420486
0.403101	-2.263210	-0.225221
0.531413	-1.786791	-0.440200
0.334885	-2.436532	-0.323650
0.457250	-2.490649	-0.460748
0.376354	-2.321129	-0.201781
0.727856	-2.317000	-0.256693
0.429478	2.648640	0.173177
0.615616	3.089454	0.266327
0.591715	3.038054	0.194512
0.408582	2.813359	0.069632
0.583951	3.109150	0.200121
0.499489	2.739167	0.438460
0.030679	1.778742	0.328084
0.133558	1.629905	0.305577
0.032571	1.475454	0.396987
-0.113108	1.577963	0.389147
0.091426	1.723490	0.558251
0.520777	3.047504	0.144264
0.255993	2.801688	-0.050562
0.309979	2.979436	0.178226
0.445118	2.746719	0.234504
0.405848	2.786247	0.280117
0.399670	2.746925	0.301062
0.297390	2.811947	0.175503
0.580861	-2.934579	0.207832
0.354771	-2.437729	-0.165803
0.435337	2.891346	0.061479
0.079961	1.549774	0.508362
-0.100950	1.202066	0.590036
-0.118948	1.604753	0.560355
0.506727	2.831284	0.249341
0.376553	2.842640	0.135172
0.304227	2.747309	0.221039
0.430855	-2.428357	-0.314510
0.537848	-2.317295	-0.468684
0.509894	-2.143627	-0.380934
0.556968	2.488377	0.468054
0.611048	2.920665	0.067321
0.423824	-2.841335	-0.179860
0.396956	-3.140701	0.255996
0.274863	2.399960	0.210628
0.521199	3.012620	0.051246
0.379316	-2.903905	0.332579
0.428422	-2.226051	-0.293746
0.604338	-2.199499	-0.135767
0.456660	-2.188777	-0.261857
0.492174	-2.598886	-0.015303
0.442460	-2.117535	-0.199083
0.381953	-2.182299	-0.330487
0.402077	-2.465970	-0.195222
0.379473	-2.005060	-0.618096
0.557771	-2.155108	-0.302848
0.379866	-2.473559	-0.348902
0.097135	-1.468991	-0.565769
0.147088	-1.545945	-0.545400
0.071518	-1.483856	-0.533896
0.410151	-1.551922	-0.328956
0.183111	-1.457809	-0.176283
0.110352	-1.507121	-0.285634
0.235916	-1.578926	-0.483783
0.210878	-1.484547	-0.417420
0.277834	-1.493049	-0.459069
0.075833	-1.412453	-0.387465
0.296474	-1.404700	-0.396027
0.373436	-1.449609	-0.372898
0.267432	-1.639297	-0.209609
0.150095	-1.560457	-0.578711
0.258677	-1.446803	-0.524573
0.245468	-1.100914	-0.962930
0.321786	-1.405926	-0.363482
0.271114	-1.412690	-0.575747
0.283183	-1.490019	-0.540590
0.205748	-1.281613	-0.338007
0.479833	-2.386338	-0.187770
0.568860	-2.097680	-0.281054
0.259956	-2.208526	-0.498679
0.434681	-2.273471	-0.548362
0.461964	-2.373548	-0.247669
0.501440	-2.420990	-0.315018
0.524466	-2.296436	-0.301982
0.509008	-2.285362	-0.273263
0.432815	-2.262969	0.002859
0.376881	-2.224939	-0.311714
0.119897	-1.289713	-0.384110
0.427763	-2.355786	-0.257269
0.390636	-2.383678	-0.092361
0.182994	-2.340261	-0.599592
0.497185	-2.278618	-0.212581
0.440317	-2.433532	-0.306426
0.665545	-2.254374	-0.274600
0.372314	-2.092179	-0.427599
0.308253	-2.248420	-0.185830
0.077831	-1.360669	-0.579044
0.283148	-1.631296	-0.709405
-0.061034	-0.369865	-0.034716
-0.208546	-0.453864	-0.243472
-0.200535	-0.616979	-0.367017
0.123032	-0.467670	-0.212551
-0.132539	-0.060589	0.131905
-0.015717	-0.440373	-0.067403
0.004728	-0.373741	-0.128648
-0.105074	-0.598102	-0.342613
0.077793	-0.440652	-0.109816
-0.250038	-0.042235	0.043720
-0.123751	0.623594	0.434402
0.038663	1.133326	0.424862
-0.157889	0.613851	0.495984
-0.220707	0.608092	0.376611
0.257817	-1.275277	-0.498937
0.272694	-1.393672	-0.493829
0.073189	-1.499592	-0.404738
0.176369	-1.324080	-0.452429
0.125102	-1.421887	-0.537684
0.189391	-1.340992	-0.308342
0.147395	-1.273216	-0.189120
0.201228	-1.432493	-0.353981
0.388175	-2.194896	-0.179488
0.364975	-2.701403	-0.016458
0.578589	2.748944	0.119524
0.645363	-2.691781	-0.051440
0.473340	-2.478467	-0.400398
0.609050	-2.294110	-0.366357
0.508861	3.127188	0.102179
0.119054	1.865736	0.384356
-0.142813	1.401526	0.679429
-0.149320	1.692290	0.378403
0.036254	1.601202	0.526239
0.212593	1.759238	0.429075
0.106161	1.469457	0.567152
0.005616	1.507902	0.585813
-0.241629	1.362887	0.544600
-0.015912	1.360550	0.564651
0.505791	3.050172	0.068461
0.400495	2.728199	0.144313
0.414245	2.778887	0.005554
0.472181	2.958703	0.334475
0.392406	-2.397307	-0.444916
0.364428	-2.197401	-0.369931
0.398401	-2.436874	-0.534701
0.400984	-2.338521	-0.626751
0.702176	-2.812790	0.077182
0.366598	-2.215959	-0.482062
